epoch,accuracy,loss,val_accuracy,val_loss
0,0.9396756291389465,0.17388169467449188,0.17856620252132416,2.978820562362671
1,0.9721345901489258,0.06340431421995163,0.17340026795864105,3.470620632171631
2,0.9740597009658813,0.058148350566625595,0.1656513512134552,3.7509899139404297
